date,source_city,source_province,source_lat,source_lng,visitor_count,avg_stay_days,avg_spending,transport_mode,dest_lat,dest_lng,year,month,quarter,distance_km,total_spending,visitor_level
2016-01-01,东莞,广东,23.043,113.7633,13,3.9,840.0,飞机,39.9929,116.3966,2016,1,1,1900.9,10920.0,极少
2016-01-01,宁波,浙江,29.8683,121.544,18,3.7,887.0,高铁,39.9929,116.3966,2016,1,1,1219.1,15966.0,极少
2016-01-01,厦门,福建,24.4798,118.0894,6,3.4,847.0,飞机,39.9929,116.3966,2016,1,1,1732.2,5082.0,极少
2016-01-01,福州,福建,26.0745,119.2965,10,2.6,658.0,飞机,39.9929,116.3966,2016,1,1,1570.8,6580.0,极少
2016-01-01,合肥,安徽,31.8206,117.2272,18,3.2,846.0,飞机,39.9929,116.3966,2016,1,1,911.8,15228.0,极少
2016-01-01,昆明,云南,25.0389,102.7183,6,3.2,855.0,高铁,39.9929,116.3966,2016,1,1,2094.5,5130.0,极少
2016-01-01,哈尔滨,黑龙江,45.8038,126.535,14,2.8,736.0,飞机,39.9929,116.3966,2016,1,1,1047.2,10304.0,极少
2016-01-01,济南,山东,36.6512,116.9972,34,2.0,531.0,高铁,39.9929,116.3966,2016,1,1,375.3,18054.0,低
2016-01-01,佛山,广东,23.0218,113.1218,8,3.7,781.0,大巴,39.9929,116.3966,2016,1,1,1912.1,6248.0,极少
2016-01-01,长春,吉林,43.8171,125.3235,12,2.8,691.0,飞机,39.9929,116.3966,2016,1,1,851.7,8292.0,极少
2016-01-01,温州,浙江,28.0001,120.6722,17,3.1,725.0,飞机,39.9929,116.3966,2016,1,1,1390.1,12325.0,极少
2016-01-01,石家庄,河北,38.0428,114.5149,22,1.4,569.0,高铁,39.9929,116.3966,2016,1,1,271.0,12518.0,低
2016-01-01,南宁,广西,22.817,108.3665,8,3.9,780.0,飞机,39.9929,116.3966,2016,1,1,2054.0,6240.0,极少
2016-01-01,贵阳,贵州,26.647,106.6302,6,4.0,797.0,飞机,39.9929,116.3966,2016,1,1,1736.8,4782.0,极少
2016-01-01,南昌,江西,28.682,115.8579,7,2.7,622.0,高铁,39.9929,116.3966,2016,1,1,1258.7,4354.0,极少
2016-01-01,太原,山西,37.8706,112.5489,14,2.3,532.0,高铁,39.9929,116.3966,2016,1,1,407.9,7448.0,极少
2016-01-01,烟台,山东,37.4638,121.4479,12,1.8,453.0,自驾,39.9929,116.3966,2016,1,1,520.5,5436.0,极少
2016-01-01,无锡,江苏,31.4912,120.3119,17,2.0,599.0,自驾,39.9929,116.3966,2016,1,1,1008.9,10183.0,极少
2016-01-01,兰州,甘肃,36.0611,103.8343,3,2.9,643.0,飞机,39.9929,116.3966,2016,1,1,1182.7,1929.0,极少
2016-01-01,珠海,广东,22.271,113.5767,2,3.4,726.0,飞机,39.9929,116.3966,2016,1,1,1988.5,1452.0,极少
2016-01-01,海口,海南,20.044,110.1999,1,4.7,1004.0,飞机,39.9929,116.3966,2016,1,1,2295.5,1004.0,极少
2016-01-01,呼和浩特,内蒙古,40.8422,111.7491,7,2.9,658.0,自驾,39.9929,116.3966,2016,1,1,404.6,4606.0,极少
2016-01-01,乌鲁木齐,新疆,43.793,87.6168,1,3.7,633.0,飞机,39.9929,116.3966,2016,1,1,2406.8,633.0,极少
2016-01-01,银川,宁夏,38.4872,106.2309,1,3.2,599.0,自驾,39.9929,116.3966,2016,1,1,890.8,599.0,极少
2016-01-01,西宁,青海,36.6171,101.7782,1,3.6,869.0,高铁,39.9929,116.3966,2016,1,1,1327.9,869.0,极少
2016-01-01,保定,河北,38.8739,115.4646,16,2.4,630.0,自驾,39.9929,116.3966,2016,1,1,147.9,10080.0,极少
2016-01-01,唐山,河北,39.6309,118.1802,16,2.2,668.0,自驾,39.9929,116.3966,2016,1,1,157.6,10688.0,极少
2016-01-01,廊坊,河北,39.5246,116.6839,11,2.0,569.0,高铁,39.9929,116.3966,2016,1,1,57.6,6259.0,极少
2016-01-01,秦皇岛,河北,39.9354,119.6006,5,1.4,491.0,大巴,39.9929,116.3966,2016,1,1,273.1,2455.0,极少
2016-01-01,张家口,河北,40.7675,114.8867,6,2.0,466.0,飞机,39.9929,116.3966,2016,1,1,154.2,2796.0,极少
2016-01-01,承德,河北,40.951,117.9632,5,2.4,671.0,自驾,39.9929,116.3966,2016,1,1,170.0,3355.0,极少
2016-01-01,常州,江苏,31.8106,119.9741,9,3.0,824.0,大巴,39.9929,116.3966,2016,1,1,965.0,7416.0,极少
2016-01-01,徐州,江苏,34.2614,117.1847,17,1.8,644.0,自驾,39.9929,116.3966,2016,1,1,641.1,10948.0,极少
2016-01-01,扬州,江苏,32.3942,119.4126,5,2.4,738.0,自驾,39.9929,116.3966,2016,1,1,887.1,3690.0,极少
2016-01-01,绍兴,浙江,30.0,120.5833,6,3.0,649.0,飞机,39.9929,116.3966,2016,1,1,1174.4,3894.0,极少
2016-01-01,嘉兴,浙江,30.7469,120.7555,10,3.5,626.0,自驾,39.9929,116.3966,2016,1,1,1101.1,6260.0,极少
2016-01-01,泉州,福建,24.8741,118.6757,10,3.9,788.0,飞机,39.9929,116.3966,2016,1,1,1694.5,7880.0,极少
2016-01-01,洛阳,河南,34.6197,112.454,14,2.4,683.0,自驾,39.9929,116.3966,2016,1,1,691.6,9562.0,极少
2016-01-01,桂林,广西,25.2742,110.2992,4,3.9,859.0,飞机,39.9929,116.3966,2016,1,1,1732.2,3436.0,极少
2016-01-01,中山,广东,22.5171,113.3926,4,4.0,965.0,飞机,39.9929,116.3966,2016,1,1,1963.7,3860.0,极少
2016-01-01,惠州,广东,23.1116,114.416,4,3.0,612.0,大巴,39.9929,116.3966,2016,1,1,1886.3,2448.0,极少
2016-01-01,潍坊,山东,36.7069,119.1619,18,2.2,508.0,自驾,39.9929,116.3966,2016,1,1,437.7,9144.0,极少
2016-01-01,临沂,山东,35.1041,118.3564,17,2.3,467.0,大巴,39.9929,116.3966,2016,1,1,570.4,7939.0,极少
2016-01-01,南通,江苏,31.98,120.8943,15,2.3,520.0,高铁,39.9929,116.3966,2016,1,1,978.2,7800.0,极少
2016-01-01,盐城,江苏,33.3478,120.1615,11,2.5,666.0,大巴,39.9929,116.3966,2016,1,1,811.4,7326.0,极少
2016-01-01,台州,浙江,28.6563,121.4208,8,3.4,876.0,高铁,39.9929,116.3966,2016,1,1,1341.7,7008.0,极少
2016-01-01,金华,浙江,29.0795,119.6495,9,3.4,639.0,飞机,39.9929,116.3966,2016,1,1,1249.3,5751.0,极少
2016-01-01,漳州,福建,24.5128,117.6471,3,2.8,602.0,飞机,39.9929,116.3966,2016,1,1,1725.3,1806.0,极少
2016-01-08,上海,上海,31.2304,121.4737,85,2.1,890.0,高铁,39.9929,116.3966,2016,1,1,1076.5,75650.0,中
2016-01-08,广州,广东,23.1291,113.2644,45,3.7,877.0,高铁,39.9929,116.3966,2016,1,1,1898.1,39465.0,低
2016-01-08,深圳,广东,22.5431,114.0579,44,3.1,941.0,飞机,39.9929,116.3966,2016,1,1,1952.8,41404.0,低
2016-01-08,成都,四川,30.5728,104.0668,30,2.8,887.0,飞机,39.9929,116.3966,2016,1,1,1530.0,26610.0,低
2016-01-08,重庆,重庆,29.4316,106.9123,43,2.8,874.0,飞机,39.9929,116.3966,2016,1,1,1457.7,37582.0,低
2016-01-08,杭州,浙江,30.2741,120.1551,29,3.3,905.0,大巴,39.9929,116.3966,2016,1,1,1133.1,26245.0,低
2016-01-08,武汉,湖北,30.5928,114.3055,27,2.8,671.0,高铁,39.9929,116.3966,2016,1,1,1062.2,18117.0,低
2016-01-08,南京,江苏,32.0603,118.7969,21,2.6,618.0,飞机,39.9929,116.3966,2016,1,1,908.0,12978.0,低
2016-01-08,天津,天津,39.3434,117.3616,84,2.1,677.0,自驾,39.9929,116.3966,2016,1,1,109.7,56868.0,中
2016-01-08,苏州,江苏,31.299,120.5853,27,3.3,841.0,大巴,39.9929,116.3966,2016,1,1,1037.8,22707.0,低
2016-01-08,西安,陕西,34.3416,108.9398,38,2.0,738.0,高铁,39.9929,116.3966,2016,1,1,911.2,28044.0,低
2016-01-08,长沙,湖南,28.2282,112.9388,19,3.5,1003.0,飞机,39.9929,116.3966,2016,1,1,1346.0,19057.0,极少
2016-01-08,沈阳,辽宁,41.8057,123.4315,22,2.2,769.0,大巴,39.9929,116.3966,2016,1,1,624.5,16918.0,低
2016-01-08,青岛,山东,36.0671,120.3826,25,2.7,662.0,高铁,39.9929,116.3966,2016,1,1,558.8,16550.0,低
2016-01-08,郑州,河南,34.7466,113.6254,27,2.9,659.0,高铁,39.9929,116.3966,2016,1,1,632.6,17793.0,低
2016-01-08,大连,辽宁,38.914,121.6147,22,1.8,685.0,高铁,39.9929,116.3966,2016,1,1,463.7,15070.0,低
2016-01-08,东莞,广东,23.043,113.7633,9,4.3,979.0,飞机,39.9929,116.3966,2016,1,1,1900.9,8811.0,极少
2016-01-08,宁波,浙江,29.8683,121.544,23,2.3,779.0,自驾,39.9929,116.3966,2016,1,1,1219.1,17917.0,低
2016-01-08,厦门,福建,24.4798,118.0894,6,4.2,960.0,飞机,39.9929,116.3966,2016,1,1,1732.2,5760.0,极少
2016-01-08,福州,福建,26.0745,119.2965,11,2.9,609.0,飞机,39.9929,116.3966,2016,1,1,1570.8,6699.0,极少
2016-01-08,合肥,安徽,31.8206,117.2272,18,2.0,556.0,飞机,39.9929,116.3966,2016,1,1,911.8,10008.0,极少
2016-01-08,昆明,云南,25.0389,102.7183,6,3.2,772.0,飞机,39.9929,116.3966,2016,1,1,2094.5,4632.0,极少
2016-01-08,哈尔滨,黑龙江,45.8038,126.535,11,2.6,625.0,飞机,39.9929,116.3966,2016,1,1,1047.2,6875.0,极少
2016-01-08,济南,山东,36.6512,116.9972,34,2.3,543.0,高铁,39.9929,116.3966,2016,1,1,375.3,18462.0,低
2016-01-08,佛山,广东,23.0218,113.1218,11,3.4,694.0,飞机,39.9929,116.3966,2016,1,1,1912.1,7634.0,极少
2016-01-08,长春,吉林,43.8171,125.3235,17,2.6,625.0,大巴,39.9929,116.3966,2016,1,1,851.7,10625.0,极少
2016-01-08,温州,浙江,28.0001,120.6722,13,3.0,769.0,飞机,39.9929,116.3966,2016,1,1,1390.1,9997.0,极少
2016-01-08,石家庄,河北,38.0428,114.5149,36,1.6,522.0,自驾,39.9929,116.3966,2016,1,1,271.0,18792.0,低
2016-01-08,南宁,广西,22.817,108.3665,5,4.0,865.0,高铁,39.9929,116.3966,2016,1,1,2054.0,4325.0,极少
2016-01-08,贵阳,贵州,26.647,106.6302,5,3.7,944.0,飞机,39.9929,116.3966,2016,1,1,1736.8,4720.0,极少
2016-01-08,南昌,江西,28.682,115.8579,7,2.9,630.0,高铁,39.9929,116.3966,2016,1,1,1258.7,4410.0,极少
2016-01-08,太原,山西,37.8706,112.5489,9,2.7,563.0,大巴,39.9929,116.3966,2016,1,1,407.9,5067.0,极少
2016-01-08,烟台,山东,37.4638,121.4479,17,1.8,475.0,飞机,39.9929,116.3966,2016,1,1,520.5,8075.0,极少
2016-01-08,无锡,江苏,31.4912,120.3119,12,3.1,929.0,飞机,39.9929,116.3966,2016,1,1,1008.9,11148.0,极少
2016-01-08,兰州,甘肃,36.0611,103.8343,3,3.5,700.0,飞机,39.9929,116.3966,2016,1,1,1182.7,2100.0,极少
2016-01-08,珠海,广东,22.271,113.5767,2,3.2,811.0,飞机,39.9929,116.3966,2016,1,1,1988.5,1622.0,极少
2016-01-08,海口,海南,20.044,110.1999,1,3.7,749.0,飞机,39.9929,116.3966,2016,1,1,2295.5,749.0,极少
2016-01-08,呼和浩特,内蒙古,40.8422,111.7491,4,2.3,553.0,飞机,39.9929,116.3966,2016,1,1,404.6,2212.0,极少
2016-01-08,乌鲁木齐,新疆,43.793,87.6168,1,4.2,911.0,飞机,39.9929,116.3966,2016,1,1,2406.8,911.0,极少
2016-01-08,银川,宁夏,38.4872,106.2309,1,2.8,685.0,自驾,39.9929,116.3966,2016,1,1,890.8,685.0,极少
2016-01-08,西宁,青海,36.6171,101.7782,1,3.6,744.0,高铁,39.9929,116.3966,2016,1,1,1327.9,744.0,极少
2016-01-08,保定,河北,38.8739,115.4646,19,1.8,519.0,高铁,39.9929,116.3966,2016,1,1,147.9,9861.0,极少
2016-01-08,唐山,河北,39.6309,118.1802,19,1.7,439.0,自驾,39.9929,116.3966,2016,1,1,157.6,8341.0,极少
2016-01-08,廊坊,河北,39.5246,116.6839,14,2.3,572.0,高铁,39.9929,116.3966,2016,1,1,57.6,8008.0,极少
2016-01-08,秦皇岛,河北,39.9354,119.6006,6,2.7,620.0,飞机,39.9929,116.3966,2016,1,1,273.1,3720.0,极少
2016-01-08,张家口,河北,40.7675,114.8867,6,1.5,432.0,自驾,39.9929,116.3966,2016,1,1,154.2,2592.0,极少
2016-01-08,承德,河北,40.951,117.9632,4,2.6,505.0,自驾,39.9929,116.3966,2016,1,1,170.0,2020.0,极少
2016-01-08,常州,江苏,31.8106,119.9741,11,2.4,673.0,自驾,39.9929,116.3966,2016,1,1,965.0,7403.0,极少
2016-01-08,徐州,江苏,34.2614,117.1847,20,2.5,517.0,高铁,39.9929,116.3966,2016,1,1,641.1,10340.0,低
2016-01-08,扬州,江苏,32.3942,119.4126,6,2.2,665.0,高铁,39.9929,116.3966,2016,1,1,887.1,3990.0,极少
2016-01-08,绍兴,浙江,30.0,120.5833,10,3.4,819.0,飞机,39.9929,116.3966,2016,1,1,1174.4,8190.0,极少
2016-01-08,嘉兴,浙江,30.7469,120.7555,6,2.3,593.0,高铁,39.9929,116.3966,2016,1,1,1101.1,3558.0,极少
2016-01-08,泉州,福建,24.8741,118.6757,11,3.2,786.0,飞机,39.9929,116.3966,2016,1,1,1694.5,8646.0,极少
2016-01-08,洛阳,河南,34.6197,112.454,12,2.5,508.0,高铁,39.9929,116.3966,2016,1,1,691.6,6096.0,极少
2016-01-08,桂林,广西,25.2742,110.2992,4,4.0,673.0,飞机,39.9929,116.3966,2016,1,1,1732.2,2692.0,极少
2016-01-08,中山,广东,22.5171,113.3926,3,4.4,1051.0,飞机,39.9929,116.3966,2016,1,1,1963.7,3153.0,极少
2016-01-08,惠州,广东,23.1116,114.416,4,3.0,730.0,飞机,39.9929,116.3966,2016,1,1,1886.3,2920.0,极少
2016-01-08,潍坊,山东,36.7069,119.1619,16,1.5,533.0,自驾,39.9929,116.3966,2016,1,1,437.7,8528.0,极少
2016-01-08,临沂,山东,35.1041,118.3564,18,1.9,526.0,大巴,39.9929,116.3966,2016,1,1,570.4,9468.0,极少
2016-01-08,南通,江苏,31.98,120.8943,10,2.6,582.0,大巴,39.9929,116.3966,2016,1,1,978.2,5820.0,极少
2016-01-08,盐城,江苏,33.3478,120.1615,10,3.0,722.0,自驾,39.9929,116.3966,2016,1,1,811.4,7220.0,极少
2016-01-08,台州,浙江,28.6563,121.4208,9,2.4,564.0,大巴,39.9929,116.3966,2016,1,1,1341.7,5076.0,极少
2016-01-08,金华,浙江,29.0795,119.6495,8,2.8,814.0,飞机,39.9929,116.3966,2016,1,1,1249.3,6512.0,极少
2016-01-08,漳州,福建,24.5128,117.6471,3,4.1,923.0,大巴,39.9929,116.3966,2016,1,1,1725.3,2769.0,极少
2016-01-15,上海,上海,31.2304,121.4737,76,2.5,799.0,高铁,39.9929,116.3966,2016,1,1,1076.5,60724.0,中
2016-01-15,广州,广东,23.1291,113.2644,28,3.3,895.0,飞机,39.9929,116.3966,2016,1,1,1898.1,25060.0,低
2016-01-15,深圳,广东,22.5431,114.0579,45,3.3,912.0,高铁,39.9929,116.3966,2016,1,1,1952.8,41040.0,低
2016-01-15,成都,四川,30.5728,104.0668,32,3.3,704.0,飞机,39.9929,116.3966,2016,1,1,1530.0,22528.0,低
2016-01-15,重庆,重庆,29.4316,106.9123,61,3.6,700.0,飞机,39.9929,116.3966,2016,1,1,1457.7,42700.0,中
2016-01-15,杭州,浙江,30.2741,120.1551,32,2.9,686.0,自驾,39.9929,116.3966,2016,1,1,1133.1,21952.0,低
2016-01-15,武汉,湖北,30.5928,114.3055,45,2.3,627.0,自驾,39.9929,116.3966,2016,1,1,1062.2,28215.0,低
2016-01-15,南京,江苏,32.0603,118.7969,37,2.4,848.0,飞机,39.9929,116.3966,2016,1,1,908.0,31376.0,低
2016-01-15,天津,天津,39.3434,117.3616,59,2.2,610.0,高铁,39.9929,116.3966,2016,1,1,109.7,35990.0,中
2016-01-15,苏州,江苏,31.299,120.5853,32,3.4,945.0,高铁,39.9929,116.3966,2016,1,1,1037.8,30240.0,低
2016-01-15,西安,陕西,34.3416,108.9398,34,2.6,618.0,大巴,39.9929,116.3966,2016,1,1,911.2,21012.0,低
2016-01-15,长沙,湖南,28.2282,112.9388,17,3.0,888.0,飞机,39.9929,116.3966,2016,1,1,1346.0,15096.0,极少
2016-01-15,沈阳,辽宁,41.8057,123.4315,20,1.7,578.0,高铁,39.9929,116.3966,2016,1,1,624.5,11560.0,低
2016-01-15,青岛,山东,36.0671,120.3826,28,1.7,516.0,飞机,39.9929,116.3966,2016,1,1,558.8,14448.0,低
2016-01-15,郑州,河南,34.7466,113.6254,36,2.2,637.0,高铁,39.9929,116.3966,2016,1,1,632.6,22932.0,低
2016-01-15,大连,辽宁,38.914,121.6147,23,2.6,572.0,飞机,39.9929,116.3966,2016,1,1,463.7,13156.0,低
2016-01-15,东莞,广东,23.043,113.7633,13,4.3,861.0,大巴,39.9929,116.3966,2016,1,1,1900.9,11193.0,极少
2016-01-15,宁波,浙江,29.8683,121.544,19,2.5,622.0,飞机,39.9929,116.3966,2016,1,1,1219.1,11818.0,极少
2016-01-15,厦门,福建,24.4798,118.0894,8,3.1,892.0,飞机,39.9929,116.3966,2016,1,1,1732.2,7136.0,极少
2016-01-15,福州,福建,26.0745,119.2965,14,4.0,922.0,飞机,39.9929,116.3966,2016,1,1,1570.8,12908.0,极少
2016-01-15,合肥,安徽,31.8206,117.2272,24,2.6,713.0,高铁,39.9929,116.3966,2016,1,1,911.8,17112.0,低
2016-01-15,昆明,云南,25.0389,102.7183,7,3.2,750.0,大巴,39.9929,116.3966,2016,1,1,2094.5,5250.0,极少
2016-01-15,哈尔滨,黑龙江,45.8038,126.535,19,2.4,722.0,飞机,39.9929,116.3966,2016,1,1,1047.2,13718.0,极少
2016-01-15,济南,山东,36.6512,116.9972,36,2.0,578.0,高铁,39.9929,116.3966,2016,1,1,375.3,20808.0,低
2016-01-15,佛山,广东,23.0218,113.1218,12,3.8,921.0,大巴,39.9929,116.3966,2016,1,1,1912.1,11052.0,极少
2016-01-15,长春,吉林,43.8171,125.3235,16,2.8,809.0,高铁,39.9929,116.3966,2016,1,1,851.7,12944.0,极少
2016-01-15,温州,浙江,28.0001,120.6722,11,3.9,698.0,飞机,39.9929,116.3966,2016,1,1,1390.1,7678.0,极少
2016-01-15,石家庄,河北,38.0428,114.5149,37,2.5,685.0,自驾,39.9929,116.3966,2016,1,1,271.0,25345.0,低
2016-01-15,南宁,广西,22.817,108.3665,5,4.1,803.0,飞机,39.9929,116.3966,2016,1,1,2054.0,4015.0,极少
2016-01-15,贵阳,贵州,26.647,106.6302,4,3.3,732.0,飞机,39.9929,116.3966,2016,1,1,1736.8,2928.0,极少
2016-01-15,南昌,江西,28.682,115.8579,9,3.3,866.0,高铁,39.9929,116.3966,2016,1,1,1258.7,7794.0,极少
2016-01-15,太原,山西,37.8706,112.5489,12,2.2,647.0,自驾,39.9929,116.3966,2016,1,1,407.9,7764.0,极少
2016-01-15,烟台,山东,37.4638,121.4479,13,2.0,622.0,飞机,39.9929,116.3966,2016,1,1,520.5,8086.0,极少
2016-01-15,无锡,江苏,31.4912,120.3119,16,3.4,952.0,大巴,39.9929,116.3966,2016,1,1,1008.9,15232.0,极少
2016-01-15,兰州,甘肃,36.0611,103.8343,3,3.3,786.0,高铁,39.9929,116.3966,2016,1,1,1182.7,2358.0,极少
2016-01-15,珠海,广东,22.271,113.5767,2,3.1,659.0,飞机,39.9929,116.3966,2016,1,1,1988.5,1318.0,极少
2016-01-15,海口,海南,20.044,110.1999,2,4.5,836.0,高铁,39.9929,116.3966,2016,1,1,2295.5,1672.0,极少
2016-01-15,呼和浩特,内蒙古,40.8422,111.7491,4,2.4,569.0,飞机,39.9929,116.3966,2016,1,1,404.6,2276.0,极少
2016-01-15,乌鲁木齐,新疆,43.793,87.6168,1,3.6,751.0,飞机,39.9929,116.3966,2016,1,1,2406.8,751.0,极少
2016-01-15,银川,宁夏,38.4872,106.2309,2,3.2,686.0,高铁,39.9929,116.3966,2016,1,1,890.8,1372.0,极少
2016-01-15,西宁,青海,36.6171,101.7782,1,2.9,571.0,高铁,39.9929,116.3966,2016,1,1,1327.9,571.0,极少
2016-01-15,保定,河北,38.8739,115.4646,25,2.0,473.0,高铁,39.9929,116.3966,2016,1,1,147.9,11825.0,低
2016-01-15,唐山,河北,39.6309,118.1802,16,1.6,590.0,自驾,39.9929,116.3966,2016,1,1,157.6,9440.0,极少
2016-01-15,廊坊,河北,39.5246,116.6839,16,1.4,495.0,大巴,39.9929,116.3966,2016,1,1,57.6,7920.0,极少
2016-01-15,秦皇岛,河北,39.9354,119.6006,5,1.8,470.0,大巴,39.9929,116.3966,2016,1,1,273.1,2350.0,极少
2016-01-15,张家口,河北,40.7675,114.8867,6,1.4,488.0,大巴,39.9929,116.3966,2016,1,1,154.2,2928.0,极少
2016-01-15,承德,河北,40.951,117.9632,5,1.6,415.0,大巴,39.9929,116.3966,2016,1,1,170.0,2075.0,极少
2016-01-15,常州,江苏,31.8106,119.9741,7,2.9,673.0,大巴,39.9929,116.3966,2016,1,1,965.0,4711.0,极少
2016-01-15,徐州,江苏,34.2614,117.1847,15,2.3,498.0,飞机,39.9929,116.3966,2016,1,1,641.1,7470.0,极少
2016-01-15,扬州,江苏,32.3942,119.4126,9,2.9,698.0,飞机,39.9929,116.3966,2016,1,1,887.1,6282.0,极少
2016-01-15,绍兴,浙江,30.0,120.5833,7,2.2,556.0,大巴,39.9929,116.3966,2016,1,1,1174.4,3892.0,极少
2016-01-15,嘉兴,浙江,30.7469,120.7555,7,2.7,649.0,高铁,39.9929,116.3966,2016,1,1,1101.1,4543.0,极少
2016-01-15,泉州,福建,24.8741,118.6757,9,4.0,699.0,飞机,39.9929,116.3966,2016,1,1,1694.5,6291.0,极少
2016-01-15,洛阳,河南,34.6197,112.454,9,2.1,511.0,高铁,39.9929,116.3966,2016,1,1,691.6,4599.0,极少
2016-01-15,桂林,广西,25.2742,110.2992,2,4.1,776.0,飞机,39.9929,116.3966,2016,1,1,1732.2,1552.0,极少
2016-01-15,中山,广东,22.5171,113.3926,4,3.0,825.0,大巴,39.9929,116.3966,2016,1,1,1963.7,3300.0,极少
2016-01-15,惠州,广东,23.1116,114.416,3,4.3,738.0,飞机,39.9929,116.3966,2016,1,1,1886.3,2214.0,极少
2016-01-15,潍坊,山东,36.7069,119.1619,21,2.3,629.0,高铁,39.9929,116.3966,2016,1,1,437.7,13209.0,低
2016-01-15,临沂,山东,35.1041,118.3564,14,2.6,604.0,自驾,39.9929,116.3966,2016,1,1,570.4,8456.0,极少
2016-01-15,南通,江苏,31.98,120.8943,13,3.3,851.0,飞机,39.9929,116.3966,2016,1,1,978.2,11063.0,极少
2016-01-15,盐城,江苏,33.3478,120.1615,6,3.2,792.0,自驾,39.9929,116.3966,2016,1,1,811.4,4752.0,极少
2016-01-15,台州,浙江,28.6563,121.4208,5,2.7,595.0,大巴,39.9929,116.3966,2016,1,1,1341.7,2975.0,极少
2016-01-15,金华,浙江,29.0795,119.6495,10,3.5,682.0,自驾,39.9929,116.3966,2016,1,1,1249.3,6820.0,极少
2016-01-15,漳州,福建,24.5128,117.6471,4,3.7,733.0,大巴,39.9929,116.3966,2016,1,1,1725.3,2932.0,极少
2016-01-22,上海,上海,31.2304,121.4737,96,2.4,872.0,大巴,39.9929,116.3966,2016,1,1,1076.5,83712.0,中
2016-01-22,广州,广东,23.1291,113.2644,27,2.9,705.0,大巴,39.9929,116.3966,2016,1,1,1898.1,19035.0,低
2016-01-22,深圳,广东,22.5431,114.0579,25,3.3,839.0,飞机,39.9929,116.3966,2016,1,1,1952.8,20975.0,低
2016-01-22,成都,四川,30.5728,104.0668,48,2.5,642.0,高铁,39.9929,116.3966,2016,1,1,1530.0,30816.0,低
2016-01-22,重庆,重庆,29.4316,106.9123,46,3.9,827.0,飞机,39.9929,116.3966,2016,1,1,1457.7,38042.0,低
2016-01-22,杭州,浙江,30.2741,120.1551,36,2.4,639.0,自驾,39.9929,116.3966,2016,1,1,1133.1,23004.0,低
2016-01-22,武汉,湖北,30.5928,114.3055,30,3.2,717.0,飞机,39.9929,116.3966,2016,1,1,1062.2,21510.0,低
2016-01-22,南京,江苏,32.0603,118.7969,37,2.1,688.0,高铁,39.9929,116.3966,2016,1,1,908.0,25456.0,低
2016-01-22,天津,天津,39.3434,117.3616,66,2.3,686.0,自驾,39.9929,116.3966,2016,1,1,109.7,45276.0,中
2016-01-22,苏州,江苏,31.299,120.5853,43,2.3,584.0,大巴,39.9929,116.3966,2016,1,1,1037.8,25112.0,低
2016-01-22,西安,陕西,34.3416,108.9398,42,2.7,725.0,高铁,39.9929,116.3966,2016,1,1,911.2,30450.0,低
2016-01-22,长沙,湖南,28.2282,112.9388,19,3.0,651.0,高铁,39.9929,116.3966,2016,1,1,1346.0,12369.0,极少
