date,source_city,source_province,source_lat,source_lng,visitor_count,avg_stay_days,avg_spending,transport_mode,dest_lat,dest_lng
2016-01-08,广州,广东,23.1291,113.2644,45,3.7,877.0,高铁,39.9929,116.3966
2016-01-08,深圳,广东,22.5431,114.0579,44,3.1,941.0,飞机,39.9929,116.3966
2016-01-08,成都,四川,30.5728,104.0668,30,2.8,887.0,飞机,39.9929,116.3966
2016-01-08,重庆,重庆,29.4316,106.9123,43,2.8,874.0,飞机,39.9929,116.3966
2016-01-08,杭州,浙江,30.2741,120.1551,29,3.3,905.0,大巴,39.9929,116.3966
2016-01-08,武汉,湖北,30.5928,114.3055,27,2.8,671.0,高铁,39.9929,116.3966
2016-01-08,南京,江苏,32.0603,118.7969,21,2.6,618.0,飞机,39.9929,116.3966
2016-01-08,天津,天津,39.3434,117.3616,84,2.1,677.0,自驾,39.9929,116.3966
2016-01-08,苏州,江苏,31.299,120.5853,27,3.3,841.0,大巴,39.9929,116.3966
2016-01-08,西安,陕西,34.3416,108.9398,38,2.0,738.0,高铁,39.9929,116.3966
2016-01-08,长沙,湖南,28.2282,112.9388,19,3.5,1003.0,飞机,39.9929,116.3966
2016-01-08,沈阳,辽宁,41.8057,123.4315,22,2.2,769.0,大巴,39.9929,116.3966
2016-01-08,青岛,山东,36.0671,120.3826,25,2.7,662.0,高铁,39.9929,116.3966
2016-01-08,郑州,河南,34.7466,113.6254,27,2.9,659.0,高铁,39.9929,116.3966
2016-01-08,大连,辽宁,38.914,121.6147,22,1.8,685.0,高铁,39.9929,116.3966
2016-01-08,东莞,广东,23.043,113.7633,9,4.3,979.0,飞机,39.9929,116.3966
2016-01-08,宁波,浙江,29.8683,121.544,23,2.3,779.0,自驾,39.9929,116.3966
2016-01-08,厦门,福建,24.4798,118.0894,6,4.2,960.0,飞机,39.9929,116.3966
2016-01-08,福州,福建,26.0745,119.2965,11,2.9,609.0,飞机,39.9929,116.3966
2016-01-08,合肥,安徽,31.8206,117.2272,18,2.0,556.0,飞机,39.9929,116.3966
2016-01-08,昆明,云南,25.0389,102.7183,6,3.2,772.0,飞机,39.9929,116.3966
2016-01-08,哈尔滨,黑龙江,45.8038,126.535,11,2.6,625.0,飞机,39.9929,116.3966
2016-01-08,济南,山东,36.6512,116.9972,34,2.3,543.0,高铁,39.9929,116.3966
2016-01-08,佛山,广东,23.0218,113.1218,11,3.4,694.0,飞机,39.9929,116.3966
2016-01-08,长春,吉林,43.8171,125.3235,17,2.6,625.0,大巴,39.9929,116.3966
2016-01-08,温州,浙江,28.0001,120.6722,13,3.0,769.0,飞机,39.9929,116.3966
2016-01-08,石家庄,河北,38.0428,114.5149,36,1.6,522.0,自驾,39.9929,116.3966
2016-01-08,南宁,广西,22.817,108.3665,5,4.0,865.0,高铁,39.9929,116.3966
2016-01-08,贵阳,贵州,26.647,106.6302,5,3.7,944.0,飞机,39.9929,116.3966
2016-01-08,南昌,江西,28.682,115.8579,7,2.9,630.0,高铁,39.9929,116.3966
2016-01-08,太原,山西,37.8706,112.5489,9,2.7,563.0,大巴,39.9929,116.3966
2016-01-08,烟台,山东,37.4638,121.4479,17,1.8,475.0,飞机,39.9929,116.3966
2016-01-08,无锡,江苏,31.4912,120.3119,12,3.1,929.0,飞机,39.9929,116.3966
2016-01-08,兰州,甘肃,36.0611,103.8343,3,3.5,700.0,飞机,39.9929,116.3966
2016-01-08,珠海,广东,22.271,113.5767,2,3.2,811.0,飞机,39.9929,116.3966
2016-01-08,海口,海南,20.044,110.1999,1,3.7,749.0,飞机,39.9929,116.3966
2016-01-08,呼和浩特,内蒙古,40.8422,111.7491,4,2.3,553.0,飞机,39.9929,116.3966
2016-01-08,乌鲁木齐,新疆,43.793,87.6168,1,4.2,911.0,飞机,39.9929,116.3966
2016-01-08,银川,宁夏,38.4872,106.2309,1,2.8,685.0,自驾,39.9929,116.3966
2016-01-08,西宁,青海,36.6171,101.7782,1,3.6,744.0,高铁,39.9929,116.3966
2016-01-08,保定,河北,38.8739,115.4646,19,1.8,519.0,高铁,39.9929,116.3966
2016-01-08,唐山,河北,39.6309,118.1802,19,1.7,439.0,自驾,39.9929,116.3966
2016-01-08,廊坊,河北,39.5246,116.6839,14,2.3,572.0,高铁,39.9929,116.3966
2016-01-08,秦皇岛,河北,39.9354,119.6006,6,2.7,620.0,飞机,39.9929,116.3966
2016-01-08,张家口,河北,40.7675,114.8867,6,1.5,432.0,自驾,39.9929,116.3966
2016-01-08,承德,河北,40.951,117.9632,4,2.6,505.0,自驾,39.9929,116.3966
2016-01-08,常州,江苏,31.8106,119.9741,11,2.4,673.0,自驾,39.9929,116.3966
2016-01-08,徐州,江苏,34.2614,117.1847,20,2.5,517.0,高铁,39.9929,116.3966
2016-01-08,扬州,江苏,32.3942,119.4126,6,2.2,665.0,高铁,39.9929,116.3966
2016-01-08,绍兴,浙江,30.0,120.5833,10,3.4,819.0,飞机,39.9929,116.3966
2016-01-08,嘉兴,浙江,30.7469,120.7555,6,2.3,593.0,高铁,39.9929,116.3966
2016-01-08,泉州,福建,24.8741,118.6757,11,3.2,786.0,飞机,39.9929,116.3966
2016-01-08,洛阳,河南,34.6197,112.454,12,2.5,508.0,高铁,39.9929,116.3966
2016-01-08,桂林,广西,25.2742,110.2992,4,4.0,673.0,飞机,39.9929,116.3966
2016-01-08,中山,广东,22.5171,113.3926,3,4.4,1051.0,飞机,39.9929,116.3966
2016-01-08,惠州,广东,23.1116,114.416,4,3.0,730.0,飞机,39.9929,116.3966
2016-01-08,潍坊,山东,36.7069,119.1619,16,1.5,533.0,自驾,39.9929,116.3966
2016-01-08,临沂,山东,35.1041,118.3564,18,1.9,526.0,大巴,39.9929,116.3966
2016-01-08,南通,江苏,31.98,120.8943,10,2.6,582.0,大巴,39.9929,116.3966
2016-01-08,盐城,江苏,33.3478,120.1615,10,3.0,722.0,自驾,39.9929,116.3966
2016-01-08,台州,浙江,28.6563,121.4208,9,2.4,564.0,大巴,39.9929,116.3966
2016-01-08,金华,浙江,29.0795,119.6495,8,2.8,814.0,飞机,39.9929,116.3966
2016-01-08,漳州,福建,24.5128,117.6471,3,4.1,923.0,大巴,39.9929,116.3966
2016-01-15,上海,上海,31.2304,121.4737,76,2.5,799.0,高铁,39.9929,116.3966
2016-01-15,广州,广东,23.1291,113.2644,28,3.3,895.0,飞机,39.9929,116.3966
2016-01-15,深圳,广东,22.5431,114.0579,45,3.3,912.0,高铁,39.9929,116.3966
2016-01-15,成都,四川,30.5728,104.0668,32,3.3,704.0,飞机,39.9929,116.3966
2016-01-15,重庆,重庆,29.4316,106.9123,61,3.6,700.0,飞机,39.9929,116.3966
2016-01-15,杭州,浙江,30.2741,120.1551,32,2.9,686.0,自驾,39.9929,116.3966
2016-01-15,武汉,湖北,30.5928,114.3055,45,2.3,627.0,自驾,39.9929,116.3966
2016-01-15,南京,江苏,32.0603,118.7969,37,2.4,848.0,飞机,39.9929,116.3966
2016-01-15,天津,天津,39.3434,117.3616,59,2.2,610.0,高铁,39.9929,116.3966
2016-01-15,苏州,江苏,31.299,120.5853,32,3.4,945.0,高铁,39.9929,116.3966
2016-01-15,西安,陕西,34.3416,108.9398,34,2.6,618.0,大巴,39.9929,116.3966
2016-01-15,长沙,湖南,28.2282,112.9388,17,3.0,888.0,飞机,39.9929,116.3966
2016-01-15,沈阳,辽宁,41.8057,123.4315,20,1.7,578.0,高铁,39.9929,116.3966
2016-01-15,青岛,山东,36.0671,120.3826,28,1.7,516.0,飞机,39.9929,116.3966
2016-01-15,郑州,河南,34.7466,113.6254,36,2.2,637.0,高铁,39.9929,116.3966
2016-01-15,大连,辽宁,38.914,121.6147,23,2.6,572.0,飞机,39.9929,116.3966
2016-01-15,东莞,广东,23.043,113.7633,13,4.3,861.0,大巴,39.9929,116.3966
2016-01-15,宁波,浙江,29.8683,121.544,19,2.5,622.0,飞机,39.9929,116.3966
2016-01-15,厦门,福建,24.4798,118.0894,8,3.1,892.0,飞机,39.9929,116.3966
2016-01-15,福州,福建,26.0745,119.2965,14,4.0,922.0,飞机,39.9929,116.3966
2016-01-15,合肥,安徽,31.8206,117.2272,24,2.6,713.0,高铁,39.9929,116.3966
2016-01-15,昆明,云南,25.0389,102.7183,7,3.2,750.0,大巴,39.9929,116.3966
2016-01-15,哈尔滨,黑龙江,45.8038,126.535,19,2.4,722.0,飞机,39.9929,116.3966
2016-01-15,济南,山东,36.6512,116.9972,36,2.0,578.0,高铁,39.9929,116.3966
2016-01-15,佛山,广东,23.0218,113.1218,12,3.8,921.0,大巴,39.9929,116.3966
2016-01-15,长春,吉林,43.8171,125.3235,16,2.8,809.0,高铁,39.9929,116.3966
2016-01-15,温州,浙江,28.0001,120.6722,11,3.9,698.0,飞机,39.9929,116.3966
2016-01-15,石家庄,河北,38.0428,114.5149,37,2.5,685.0,自驾,39.9929,116.3966
2016-01-15,南宁,广西,22.817,108.3665,5,4.1,803.0,飞机,39.9929,116.3966
2016-01-15,贵阳,贵州,26.647,106.6302,4,3.3,732.0,飞机,39.9929,116.3966
2016-01-15,南昌,江西,28.682,115.8579,9,3.3,866.0,高铁,39.9929,116.3966
2016-01-15,太原,山西,37.8706,112.5489,12,2.2,647.0,自驾,39.9929,116.3966
2016-01-15,烟台,山东,37.4638,121.4479,13,2.0,622.0,飞机,39.9929,116.3966
2016-01-15,无锡,江苏,31.4912,120.3119,16,3.4,952.0,大巴,39.9929,116.3966
2016-01-15,兰州,甘肃,36.0611,103.8343,3,3.3,786.0,高铁,39.9929,116.3966
2016-01-15,珠海,广东,22.271,113.5767,2,3.1,659.0,飞机,39.9929,116.3966
2016-01-15,海口,海南,20.044,110.1999,2,4.5,836.0,高铁,39.9929,116.3966
2016-01-15,呼和浩特,内蒙古,40.8422,111.7491,4,2.4,569.0,飞机,39.9929,116.3966
2016-01-15,乌鲁木齐,新疆,43.793,87.6168,1,3.6,751.0,飞机,39.9929,116.3966
2016-01-15,银川,宁夏,38.4872,106.2309,2,3.2,686.0,高铁,39.9929,116.3966
2016-01-15,西宁,青海,36.6171,101.7782,1,2.9,571.0,高铁,39.9929,116.3966
2016-01-15,保定,河北,38.8739,115.4646,25,2.0,473.0,高铁,39.9929,116.3966
2016-01-15,唐山,河北,39.6309,118.1802,16,1.6,590.0,自驾,39.9929,116.3966
2016-01-15,廊坊,河北,39.5246,116.6839,16,1.4,495.0,大巴,39.9929,116.3966
2016-01-15,秦皇岛,河北,39.9354,119.6006,5,1.8,470.0,大巴,39.9929,116.3966
2016-01-15,张家口,河北,40.7675,114.8867,6,1.4,488.0,大巴,39.9929,116.3966
2016-01-15,承德,河北,40.951,117.9632,5,1.6,415.0,大巴,39.9929,116.3966
2016-01-15,常州,江苏,31.8106,119.9741,7,2.9,673.0,大巴,39.9929,116.3966
2016-01-15,徐州,江苏,34.2614,117.1847,15,2.3,498.0,飞机,39.9929,116.3966
2016-01-15,扬州,江苏,32.3942,119.4126,9,2.9,698.0,飞机,39.9929,116.3966
2016-01-15,绍兴,浙江,30.0,120.5833,7,2.2,556.0,大巴,39.9929,116.3966
2016-01-15,嘉兴,浙江,30.7469,120.7555,7,2.7,649.0,高铁,39.9929,116.3966
2016-01-15,泉州,福建,24.8741,118.6757,9,4.0,699.0,飞机,39.9929,116.3966
2016-01-15,洛阳,河南,34.6197,112.454,9,2.1,511.0,高铁,39.9929,116.3966
2016-01-15,桂林,广西,25.2742,110.2992,2,4.1,776.0,飞机,39.9929,116.3966
2016-01-15,中山,广东,22.5171,113.3926,4,3.0,825.0,大巴,39.9929,116.3966
2016-01-15,惠州,广东,23.1116,114.416,3,4.3,738.0,飞机,39.9929,116.3966
2016-01-15,潍坊,山东,36.7069,119.1619,21,2.3,629.0,高铁,39.9929,116.3966
2016-01-15,临沂,山东,35.1041,118.3564,14,2.6,604.0,自驾,39.9929,116.3966
2016-01-15,南通,江苏,31.98,120.8943,13,3.3,851.0,飞机,39.9929,116.3966
2016-01-15,盐城,江苏,33.3478,120.1615,6,3.2,792.0,自驾,39.9929,116.3966
2016-01-15,台州,浙江,28.6563,121.4208,5,2.7,595.0,大巴,39.9929,116.3966
2016-01-15,金华,浙江,29.0795,119.6495,10,3.5,682.0,自驾,39.9929,116.3966
2016-01-15,漳州,福建,24.5128,117.6471,4,3.7,733.0,大巴,39.9929,116.3966
2016-01-22,上海,上海,31.2304,121.4737,96,2.4,872.0,大巴,39.9929,116.3966
2016-01-22,广州,广东,23.1291,113.2644,27,2.9,705.0,大巴,39.9929,116.3966
2016-01-22,深圳,广东,22.5431,114.0579,25,3.3,839.0,飞机,39.9929,116.3966
2016-01-22,成都,四川,30.5728,104.0668,48,2.5,642.0,高铁,39.9929,116.3966
2016-01-22,重庆,重庆,29.4316,106.9123,46,3.9,827.0,飞机,39.9929,116.3966
2016-01-22,杭州,浙江,30.2741,120.1551,36,2.4,639.0,自驾,39.9929,116.3966
2016-01-22,武汉,湖北,30.5928,114.3055,30,3.2,717.0,飞机,39.9929,116.3966
2016-01-22,南京,江苏,32.0603,118.7969,37,2.1,688.0,高铁,39.9929,116.3966
2016-01-22,天津,天津,39.3434,117.3616,66,2.3,686.0,自驾,39.9929,116.3966
2016-01-22,苏州,江苏,31.299,120.5853,43,2.3,584.0,大巴,39.9929,116.3966
2016-01-22,西安,陕西,34.3416,108.9398,42,2.7,725.0,高铁,39.9929,116.3966
2016-01-22,长沙,湖南,28.2282,112.9388,19,3.0,651.0,高铁,39.9929,116.3966
2016-01-22,沈阳,辽宁,41.8057,123.4315,24,2.8,708.0,大巴,39.9929,116.3966
2016-01-22,青岛,山东,36.0671,120.3826,28,3.0,861.0,高铁,39.9929,116.3966
2016-01-22,郑州,河南,34.7466,113.6254,38,1.7,503.0,高铁,39.9929,116.3966
2016-01-22,大连,辽宁,38.914,121.6147,24,2.7,805.0,高铁,39.9929,116.3966
2016-01-22,东莞,广东,23.043,113.7633,10,3.5,957.0,飞机,39.9929,116.3966
2016-01-22,宁波,浙江,29.8683,121.544,17,2.8,607.0,飞机,39.9929,116.3966
2016-01-22,厦门,福建,24.4798,118.0894,6,3.7,712.0,飞机,39.9929,116.3966
2016-01-22,福州,福建,26.0745,119.2965,9,3.2,710.0,高铁,39.9929,116.3966
2016-01-22,合肥,安徽,31.8206,117.2272,21,2.6,609.0,飞机,39.9929,116.3966
2016-01-22,昆明,云南,25.0389,102.7183,6,4.1,1031.0,高铁,39.9929,116.3966
2016-01-22,哈尔滨,黑龙江,45.8038,126.535,13,2.5,598.0,高铁,39.9929,116.3966
2016-01-22,济南,山东,36.6512,116.9972,37,2.2,766.0,高铁,39.9929,116.3966
2016-01-22,佛山,广东,23.0218,113.1218,8,3.3,689.0,飞机,39.9929,116.3966
2016-01-22,长春,吉林,43.8171,125.3235,14,3.3,620.0,自驾,39.9929,116.3966
2016-01-22,温州,浙江,28.0001,120.6722,14,3.0,621.0,大巴,39.9929,116.3966
2016-01-22,石家庄,河北,38.0428,114.5149,29,2.5,543.0,大巴,39.9929,116.3966
2016-01-22,南宁,广西,22.817,108.3665,7,4.3,707.0,飞机,39.9929,116.3966
2016-01-22,贵阳,贵州,26.647,106.6302,4,4.1,851.0,大巴,39.9929,116.3966
2016-01-22,南昌,江西,28.682,115.8579,11,3.5,863.0,高铁,39.9929,116.3966
2016-01-22,太原,山西,37.8706,112.5489,11,2.7,783.0,高铁,39.9929,116.3966
2016-01-22,烟台,山东,37.4638,121.4479,21,2.9,635.0,自驾,39.9929,116.3966
2016-01-22,无锡,江苏,31.4912,120.3119,14,2.1,643.0,大巴,39.9929,116.3966
2016-01-22,兰州,甘肃,36.0611,103.8343,3,2.3,602.0,大巴,39.9929,116.3966
2016-01-22,珠海,广东,22.271,113.5767,2,4.4,782.0,飞机,39.9929,116.3966
2016-01-22,海口,海南,20.044,110.1999,1,3.3,596.0,飞机,39.9929,116.3966
2016-01-22,呼和浩特,内蒙古,40.8422,111.7491,4,2.3,522.0,高铁,39.9929,116.3966
2016-01-22,乌鲁木齐,新疆,43.793,87.6168,1,4.4,798.0,飞机,39.9929,116.3966
2016-01-22,银川,宁夏,38.4872,106.2309,2,2.8,739.0,飞机,39.9929,116.3966
2016-01-22,西宁,青海,36.6171,101.7782,1,2.5,637.0,飞机,39.9929,116.3966
2016-01-22,保定,河北,38.8739,115.4646,24,2.0,451.0,自驾,39.9929,116.3966
2016-01-22,唐山,河北,39.6309,118.1802,21,1.8,511.0,自驾,39.9929,116.3966
2016-01-22,廊坊,河北,39.5246,116.6839,16,1.7,514.0,自驾,39.9929,116.3966
2016-01-22,秦皇岛,河北,39.9354,119.6006,4,2.0,446.0,大巴,39.9929,116.3966
2016-01-22,张家口,河北,40.7675,114.8867,10,2.5,670.0,大巴,39.9929,116.3966
2016-01-22,承德,河北,40.951,117.9632,7,1.2,358.0,自驾,39.9929,116.3966
2016-01-22,常州,江苏,31.8106,119.9741,10,2.3,735.0,高铁,39.9929,116.3966
2016-01-22,徐州,江苏,34.2614,117.1847,13,3.1,658.0,高铁,39.9929,116.3966
2016-01-22,扬州,江苏,32.3942,119.4126,9,3.0,796.0,飞机,39.9929,116.3966
2016-01-22,绍兴,浙江,30.0,120.5833,9,2.8,761.0,高铁,39.9929,116.3966
2016-01-22,嘉兴,浙江,30.7469,120.7555,6,3.3,776.0,飞机,39.9929,116.3966
2016-01-22,泉州,福建,24.8741,118.6757,11,3.1,751.0,飞机,39.9929,116.3966
2016-01-22,洛阳,河南,34.6197,112.454,12,2.0,523.0,高铁,39.9929,116.3966
2016-01-22,桂林,广西,25.2742,110.2992,3,3.9,906.0,大巴,39.9929,116.3966
2016-01-22,中山,广东,22.5171,113.3926,4,3.5,874.0,大巴,39.9929,116.3966
2016-01-22,惠州,广东,23.1116,114.416,6,3.7,671.0,大巴,39.9929,116.3966
2016-01-22,潍坊,山东,36.7069,119.1619,14,2.6,666.0,飞机,39.9929,116.3966
2016-01-22,临沂,山东,35.1041,118.3564,11,2.4,698.0,高铁,39.9929,116.3966
2016-01-22,南通,江苏,31.98,120.8943,12,2.1,563.0,飞机,39.9929,116.3966
2016-01-22,盐城,江苏,33.3478,120.1615,7,2.7,528.0,飞机,39.9929,116.3966
2016-01-22,台州,浙江,28.6563,121.4208,5,3.5,741.0,高铁,39.9929,116.3966
2016-01-22,金华,浙江,29.0795,119.6495,10,2.5,581.0,高铁,39.9929,116.3966
2016-01-22,漳州,福建,24.5128,117.6471,5,2.9,692.0,飞机,39.9929,116.3966
2016-01-29,上海,上海,31.2304,121.4737,120,2.9,1076.0,大巴,39.9929,116.3966
2016-01-29,广州,广东,23.1291,113.2644,28,3.8,1035.0,自驾,39.9929,116.3966
2016-01-29,深圳,广东,22.5431,114.0579,31,3.9,1037.0,飞机,39.9929,116.3966
2016-01-29,成都,四川,30.5728,104.0668,47,3.8,1022.0,飞机,39.9929,116.3966
2016-01-29,重庆,重庆,29.4316,106.9123,51,3.5,747.0,高铁,39.9929,116.3966
2016-01-29,杭州,浙江,30.2741,120.1551,27,2.7,663.0,飞机,39.9929,116.3966
2016-01-29,武汉,湖北,30.5928,114.3055,43,2.3,807.0,飞机,39.9929,116.3966
2016-01-29,南京,江苏,32.0603,118.7969,28,3.3,833.0,高铁,39.9929,116.3966
2016-01-29,天津,天津,39.3434,117.3616,88,2.3,603.0,自驾,39.9929,116.3966
2016-01-29,苏州,江苏,31.299,120.5853,34,2.6,760.0,高铁,39.9929,116.3966
2016-01-29,西安,陕西,34.3416,108.9398,37,2.4,698.0,高铁,39.9929,116.3966
2016-01-29,长沙,湖南,28.2282,112.9388,15,3.7,732.0,高铁,39.9929,116.3966
2016-01-29,沈阳,辽宁,41.8057,123.4315,18,2.5,731.0,大巴,39.9929,116.3966
2016-01-29,青岛,山东,36.0671,120.3826,24,1.8,558.0,飞机,39.9929,116.3966
2016-01-29,郑州,河南,34.7466,113.6254,37,3.1,743.0,高铁,39.9929,116.3966
2016-01-29,大连,辽宁,38.914,121.6147,21,2.6,709.0,高铁,39.9929,116.3966
2016-01-29,东莞,广东,23.043,113.7633,14,3.4,686.0,飞机,39.9929,116.3966
2016-01-29,宁波,浙江,29.8683,121.544,15,2.6,648.0,高铁,39.9929,116.3966
2016-01-29,厦门,福建,24.4798,118.0894,5,3.4,918.0,飞机,39.9929,116.3966
2016-01-29,福州,福建,26.0745,119.2965,12,2.9,645.0,高铁,39.9929,116.3966
2016-01-29,合肥,安徽,31.8206,117.2272,17,2.2,665.0,飞机,39.9929,116.3966
2016-01-29,昆明,云南,25.0389,102.7183,6,4.2,904.0,大巴,39.9929,116.3966
2016-01-29,哈尔滨,黑龙江,45.8038,126.535,12,2.8,656.0,自驾,39.9929,116.3966
2016-01-29,济南,山东,36.6512,116.9972,38,2.8,601.0,高铁,39.9929,116.3966
2016-01-29,佛山,广东,23.0218,113.1218,8,4.4,1051.0,大巴,39.9929,116.3966
2016-01-29,长春,吉林,43.8171,125.3235,15,1.9,515.0,飞机,39.9929,116.3966
2016-01-29,温州,浙江,28.0001,120.6722,16,3.6,854.0,飞机,39.9929,116.3966
2016-01-29,石家庄,河北,38.0428,114.5149,25,1.4,438.0,自驾,39.9929,116.3966
2016-01-29,南宁,广西,22.817,108.3665,7,4.1,904.0,飞机,39.9929,116.3966
2016-01-29,贵阳,贵州,26.647,106.6302,5,4.2,946.0,飞机,39.9929,116.3966
2016-01-29,南昌,江西,28.682,115.8579,9,3.0,767.0,飞机,39.9929,116.3966
